model_position,model_id,stratum,n_participants,n_cases,n_points,mae_db,rmse_db,bland_altman_bias_db,bland_altman_lower_loa_db,bland_altman_upper_loa_db,calibration_intercept,calibration_slope,r_squared,mae_db_ci95_low,mae_db_ci95_high,rmse_db_ci95_low,rmse_db_ci95_high,bland_altman_bias_db_ci95_low,bland_altman_bias_db_ci95_high,bland_altman_lower_loa_db_ci95_low,bland_altman_lower_loa_db_ci95_high,bland_altman_upper_loa_db_ci95_low,bland_altman_upper_loa_db_ci95_high,calibration_intercept_ci95_low,calibration_intercept_ci95_high,calibration_slope_ci95_low,calibration_slope_ci95_high,r_squared_ci95_low,r_squared_ci95_high
4,boundary_linear,year_one_visit,20,37,1369,7.167633031832741,8.656004339670233,0.29401636265660336,-16.668158501420045,17.25619122673325,2.365481629583726,0.8333592076565968,0.3527816388029743,5.961569488442839,8.674155699634111,7.2158492212121805,10.292235508246243,-2.538053377764448,2.6335534812601606,-21.729167405076474,-12.037438594833347,14.108612093501302,19.71625048516869,-3.384146986513642,8.89022868234508,0.5659846530622162,1.0842899827513854,0.023324819637038897,0.5291003746086275
4,boundary_linear,minus_1db_floor,15,27,278,10.653933991949163,11.09653244253725,10.653933991949163,4.561682586934441,16.746185396963885,-0.9999999999999996,-1.2412139626382156e-17,,9.577306902868342,11.541558674134173,10.02242837915738,11.937453059266291,9.577306902868342,11.541558674134173,3.3625595016605137,5.895187160784967,15.308566853928165,17.7964214136304,-1.000000000000001,-0.9999999999999988,-4.974734649226987e-17,4.930722524056007e-17,,
4,boundary_linear,above_floor,22,50,1572,6.021770575776078,7.618931342278105,-2.7084166915969448,-16.670562265399923,11.253728882206035,11.698088326979487,0.5014964060063613,-0.14060065165888047,4.872954033345016,7.646323993802671,5.960126508747961,9.550409933071073,-4.883289021922762,-0.7413913355530812,-20.94470918244373,-12.623484807003324,8.967628476747384,13.31459489113862,6.710108861953793,16.5497619971502,0.3108353261430094,0.7011527123404899,-1.1313436839949624,0.32771278929679304
5,boundary_ridge,baseline_visit,7,13,481,5.565746468177117,7.029105986979217,-4.112926657163382,-15.29693076140451,7.071077447077745,13.225197828457857,0.5077314871994484,-0.4900978988731177,4.3816610300868035,7.105544210895636,5.463559503362658,8.90407867174761,-5.609170966880557,-2.890562006054507,-19.19742488684363,-11.963569427389729,4.96457481261833,8.695176009313657,6.717408327701511,19.64767416399367,0.24687321810806626,0.8018226732695632,-3.332716532236349,0.25760229676037205
5,boundary_ridge,year_one_visit,20,37,1369,7.185425645324929,8.732078368039971,0.5525136581475153,-16.53430678171338,17.63933409800841,1.1650962107771858,0.8940921322578422,0.3413553812264086,5.958966691215096,8.646712635175291,7.259358223959093,10.291962958660463,-2.2075401737544658,3.055594289561864,-21.363339521980514,-11.68163367926882,14.26132983349278,20.255044268066783,-6.4073191143898836,8.426239095687494,0.5800648794144541,1.2351909374292627,0.04492688406811919,0.5184055677080447
5,boundary_ridge,minus_1db_floor,15,27,278,11.645113254964745,12.018372808494984,11.645113254964745,5.809541505473604,17.480685004455886,-0.9999999999999997,1.4157546332971043e-17,,10.304787862934592,12.722376364682516,10.770800536212851,12.951114220423893,10.304787862934592,12.722376364682516,3.921875544964936,8.080197471294614,16.202485128918042,18.180141100739895,-1.000000000000001,-0.9999999999999989,-4.7398525744388666e-17,4.67831395166986e-17,,
5,boundary_ridge,above_floor,22,50,1572,5.901164296922914,7.48177916802427,-2.8366844840787766,-16.410409741099084,10.737040772941532,11.246638584817811,0.5303025640569661,-0.0999052279851842,4.772213503031428,7.526740975910056,5.796250632645182,9.483610383769145,-4.935782144899595,-0.8342846143706953,-20.80359110424654,-12.328973619108286,8.272072751040342,12.880539758097028,5.037485801844316,16.789247686768974,0.3003557578301364,0.8014772264118554,-1.1096031532831747,0.37946070447403707
6,location_boundary_ridge,baseline_visit,7,13,481,5.697295595160711,7.1704040883623525,-4.0995938509562375,-15.64200125077301,7.442813548860535,13.604691493653073,0.4868795694547481,-0.5506075021094612,4.552428255270749,7.19451694417451,5.626827561065088,8.948154837258688,-5.7339755947373785,-2.70061405608426,-19.305549709346845,-12.320511063257786,5.054790830117404,9.134355987041781,8.275525671715673,19.44153580735464,0.2545945326121032,0.7242134068409095,-3.537065401381593,0.2308747699869812
6,location_boundary_ridge,year_one_visit,20,37,1369,6.948139877090876,8.491884163872905,0.3198856685580513,-16.318472081464005,16.958243418580107,1.496736018159705,0.886356982953248,0.37709183831019066,5.75615895382695,8.39293725711096,7.049452551939471,10.050484574222923,-2.4003613201872818,2.8051255510464683,-20.992285112311944,-11.725590394399521,13.654065922604326,19.488147294792846,-4.669796505221239,8.098211580808043,0.6137285039595952,1.141713053048493,0.07737506140689933,0.5460002117854909
6,location_boundary_ridge,minus_1db_floor,15,27,278,10.56624249265785,11.080978435034746,10.56624249265785,4.011858112332735,17.120626872982964,-0.9999999999999992,1.0155075235003764e-17,,9.32840834174208,11.536997920516656,9.869509702730166,11.966754515835582,9.32840834174208,11.536997920516656,2.79520090243649,5.402532189226777,15.452925375374697,18.00202986237778,-1.000000000000001,-0.9999999999999988,-4.7975515207676334e-17,5.0726062294374814e-17,,
